id,product_id,product_code,product_name,nav_date,initial_nav,accumulated_nav,current_nav,is_updated,last_update_date,crawl_time,created_at,updated_at
118,1000018730,Z7003324000976,平安理财天天成长3号82期现金管理类理财产品,2025-05-16,1.0,1.00251,1.0,0,,,2025-05-16 14:12:14.883340,2025-05-16 14:12:14.883343
117,1000018731,Z7003324000977,平安理财天天成长3号83期现金管理类理财产品,2025-05-16,1.0,1.00163,1.0,0,,,2025-05-16 14:12:14.882588,2025-05-16 14:12:14.882591
115,1000018735,Z7003324000980,平安理财天天成长3号86期现金管理类理财产品,2025-05-16,1.0,1.00175,1.0,0,,,2025-05-16 14:12:14.880849,2025-05-16 14:12:14.880851
114,1000018736,Z7003324000981,平安理财天天成长3号87期现金管理类理财产品,2025-05-16,1.0,1.00175,1.0,0,,,2025-05-16 14:12:14.879922,2025-05-16 14:12:14.879925
113,1000018739,Z7003324000983,平安理财天天成长3号89期现金管理类理财产品,2025-05-16,1.0,1.00175,1.0,0,,,2025-05-16 14:12:14.878946,2025-05-16 14:12:14.878948
112,1000018743,Z7003324000984,平安理财天天成长3号90期现金管理类理财产品,2025-05-16,1.0,1.00175,1.0,0,,,2025-05-16 14:12:14.878174,2025-05-16 14:12:14.878177
138,1000018748,Z7003324000989,平安理财天天成长3号95期现金管理类理财产品,2025-05-16,1.0,1.00408,1.0,0,,,2025-05-16 14:12:14.899865,2025-05-16 14:12:14.899868
124,1000022917,Z7001024000964,（机构专属）中银理财-乐享天天11号,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.887577,2025-05-16 14:12:14.887579
33,1000022918,Z7001024000965,（机构专属）中银理财-乐享天天12号,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.798373,2025-05-16 14:12:14.798376
19,1000024047,Z7006624000117,广银理财鎏金日日薪23号现金管理类理财产品,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.782894,2025-05-16 14:12:14.782897
132,1000024935,Z7001624001122,招银理财招赢日日金73号现金管理类理财计划,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.894431,2025-05-16 14:12:14.894434
111,1000026585,Z7001624001172,招银理财招赢日日金75号现金管理类理财计划,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.877329,2025-05-16 14:12:14.877332
134,1000026716,Z7001424001155,阳光碧乐活114号,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.896260,2025-05-16 14:12:14.896263
89,1000028611,Z7001024001038,中银理财-惠享天天21号,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.857738,2025-05-16 14:12:14.857742
139,1000030829,Z7002024003341,兴银理财稳添利日盈增利85号日开固收类理财产品,2025-05-16,1.0,1.00522,1.00522,0,,,2025-05-16 14:12:14.900641,2025-05-16 14:12:14.900644
147,1000031918,Z7002025000018,兴银理财稳添利ESG日盈增利83号日开固收类理财产品,2025-05-16,1.0,1.01349,1.01349,0,,,2025-05-16 14:12:14.907096,2025-05-16 14:12:14.907099
141,1000033729,Z7002425000038,徽银理财徽安现金管理类理财产品39号,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.902305,2025-05-16 14:12:14.902307
146,1000034117,Z7007925000053,民生理财天天增利现金管理182号理财产品,2025-05-16,1.0,1.00378,1.0,0,,,2025-05-16 14:12:14.906477,2025-05-16 14:12:14.906480
116,1000034623,Z7002025000120,兴银理财添利天天利48号现金管理型理财产品,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.881776,2025-05-16 14:12:14.881779
131,1000034624,Z7002025000121,兴银理财添利天天利51号现金管理型理财产品,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.893572,2025-05-16 14:12:14.893575
107,1000034626,Z7002025000123,兴银理财添利天天利44号现金管理型理财产品,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.874047,2025-05-16 14:12:14.874050
88,1000034630,Z7002025000127,兴银理财添利天天利53号现金管理型理财产品,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.856693,2025-05-16 14:12:14.856697
145,1000034632,Z7002025000129,兴银理财添利天天利38号现金管理型理财产品,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.905634,2025-05-16 14:12:14.905636
106,1000034633,Z7002025000130,兴银理财添利天天利45号现金管理型理财产品,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.873237,2025-05-16 14:12:14.873240
105,1000034635,Z7002025000132,兴银理财添利天天利46号现金管理型理财产品,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.872361,2025-05-16 14:12:14.872364
87,1000034636,Z7002025000133,兴银理财添利天天利55号现金管理型理财产品,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.855568,2025-05-16 14:12:14.855572
104,1000034638,Z7002025000135,兴银理财添利天天利47号现金管理型理财产品,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.871499,2025-05-16 14:12:14.871502
103,1000034640,Z7002025000137,兴银理财添利天天利43号现金管理型理财产品,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.870670,2025-05-16 14:12:14.870673
140,1000034882,Z7001425000097,阳光碧乐活122号,2025-05-16,1.0,1.00205,1.0,0,,,2025-05-16 14:12:14.901456,2025-05-16 14:12:14.901459
129,1000035015,Z7001425000134,阳光碧乐活129号,2025-05-16,1.0,1.0026,1.0,0,,,2025-05-16 14:12:14.891486,2025-05-16 14:12:14.891489
123,1000035876,Z7002025000173,兴银理财稳添利日盈36号日开固收类理财产品,2025-05-16,1.0,1.0053,1.0053,0,,,2025-05-16 14:12:14.886872,2025-05-16 14:12:14.886874
144,1000035878,Z7002025000175,兴银理财稳添利日盈35号日开固收类理财产品,2025-05-16,1.0,1.00913,1.00913,0,,,2025-05-16 14:12:14.904803,2025-05-16 14:12:14.904806
133,1000037629,Z7001425000308,阳光碧乐活133号,2025-05-16,1.0,1.00012,1.0,0,,,2025-05-16 14:12:14.895255,2025-05-16 14:12:14.895258
102,1000037800,Z7002225000065,幸福99金钱包42号理财,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.869842,2025-05-16 14:12:14.869844
130,1000038317,Z7001025000242,中银理财-怡享天天56号,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.892670,2025-05-16 14:12:14.892674
128,1000038537,Z7003925000215,华夏理财现金管理类理财产品106号,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.890414,2025-05-16 14:12:14.890417
127,1000038539,Z7003925000217,华夏理财现金管理类理财产品109号,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.889703,2025-05-16 14:12:14.889705
137,1000038556,Z7003925000230,华夏理财现金管理类理财产品108号,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.899040,2025-05-16 14:12:14.899043
97,1000039508,Z7002025000284,兴银理财稳添利日盈增利94号日开固收类理财产品,2025-05-16,1.0,1.00948,1.00948,0,,,2025-05-16 14:12:14.865605,2025-05-16 14:12:14.865608
42,1000039787,Z7001625000226,招银理财招睿美元天添金360天持有期1号固定收益类理财计划,2025-05-16,1.0,1.0012,1.0012,0,,,2025-05-16 14:12:14.809871,2025-05-16 14:12:14.809875
41,1000039788,Z7001625000227,招银理财招睿美元天添金30天持有期1号固定收益类理财计划,2025-05-16,1.0,1.0014,1.0014,0,,,2025-05-16 14:12:14.808910,2025-05-16 14:12:14.808914
84,1000040085,Z7003325000119,平安理财天天成长3号114期现金管理类理财产品,2025-05-16,1.0,1.00164,1.0,0,,,2025-05-16 14:12:14.851464,2025-05-16 14:12:14.851468
136,1000040471,Z7002425000085,徽银理财徽安现金管理类理财产品42号,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.898198,2025-05-16 14:12:14.898201
135,1000040474,Z7002425000087,徽银理财徽安现金管理类理财产品41号,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.897309,2025-05-16 14:12:14.897312
71,1000040564,Z7008925000073,北银理财京华远见春系列天天金31号理财产品,2025-05-16,1.0,1.0043,1.0043,0,,,2025-05-16 14:12:14.837602,2025-05-16 14:12:14.837606
122,1000041513,Z7002425000105,徽银理财徽安现金管理类理财产品43号,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.886169,2025-05-16 14:12:14.886171
121,1000041514,Z7002425000106,徽银理财徽安现金管理类理财产品47号,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.885472,2025-05-16 14:12:14.885474
120,1000041526,Z7002425000109,徽银理财徽安现金管理类理财产品46号,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.884773,2025-05-16 14:12:14.884776
119,1000041533,Z7002425000111,徽银理财徽安现金管理类理财产品48号,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.884068,2025-05-16 14:12:14.884070
92,1000041730,Z7001625000281,招银理财招赢日日金81号现金管理类理财计划,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.860792,2025-05-16 14:12:14.860795
96,1000041732,Z7001625000283,招银理财招赢日日金80号现金管理类理财计划,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.864750,2025-05-16 14:12:14.864755
86,1000041858,Z7002025000414,兴银理财汇利现金宝1号美元现金管理类理财产品,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.854468,2025-05-16 14:12:14.854472
110,1000041880,Z7003325000169,平安理财天天成长3号119期现金管理类理财产品,2025-05-16,1.0,1.00187,1.0,0,,,2025-05-16 14:12:14.876514,2025-05-16 14:12:14.876516
101,1000042133,Z7000925000416,交银理财稳享现金添利（惠享版）58号理财产品,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.869111,2025-05-16 14:12:14.869114
82,1000042206,Z7001025000336,中银理财-怡享天天60号,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.849148,2025-05-16 14:12:14.849151
109,1000042537,C1131225000004,金米稳富7天定开（存款存单策略）,2025-05-16,1.0,1.00336,1.00336,0,,,2025-05-16 14:12:14.875710,2025-05-16 14:12:14.875713
100,1000042592,Z7007125000174,上银理财“天天利”系列开放式理财产品WPTK25D01020期,2025-05-16,1.0,1.00468,1.00468,0,,,2025-05-16 14:12:14.868278,2025-05-16 14:12:14.868281
99,1000042594,Z7007125000176,上银理财“天天利”系列开放式理财产品WPTK25D01019期,2025-05-16,1.0,1.00466,1.00466,0,,,2025-05-16 14:12:14.867420,2025-05-16 14:12:14.867424
91,1000042951,Z7001625000320,招银理财招赢日日金85号现金管理类理财计划,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.859864,2025-05-16 14:12:14.859868
90,1000042961,Z7001625000330,招银理财招赢日日金84号现金管理类理财计划,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.858849,2025-05-16 14:12:14.858852
95,1000042964,Z7001625000333,招银理财招赢日日金82号现金管理类理财计划,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.863757,2025-05-16 14:12:14.863761
70,1000042966,Z7001425000541,阳光碧乐活138号,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.836627,2025-05-16 14:12:14.836632
69,1000042967,Z7001425000542,阳光碧乐活142号,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.835542,2025-05-16 14:12:14.835553
68,1000042969,Z7001425000544,阳光碧乐活141号,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.834130,2025-05-16 14:12:14.834138
18,1000043075,Z7006625000033,广银理财鎏金日日薪22号现金管理类理财产品,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.781677,2025-05-16 14:12:14.781680
98,1000043076,Z7006625000034,广银理财鎏金日日薪19号现金管理类理财产品,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.866536,2025-05-16 14:12:14.866539
67,1000043131,Z7001425000551,阳光碧乐活144号,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.832958,2025-05-16 14:12:14.832962
66,1000043132,Z7001425000552,阳光碧乐活148号,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.832052,2025-05-16 14:12:14.832056
65,1000043134,Z7001425000554,阳光碧乐活147号,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.831291,2025-05-16 14:12:14.831294
64,1000043139,Z7001425000559,阳光碧乐活145号,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.830463,2025-05-16 14:12:14.830466
50,1000043140,Z7001425000560,阳光碧乐活149号,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.818710,2025-05-16 14:12:14.818713
62,1000043145,Z7001425000563,阳光碧乐活160号,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.828892,2025-05-16 14:12:14.828895
79,1000043149,Z7001425000567,阳光碧乐活176号,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.845842,2025-05-16 14:12:14.845846
78,1000043150,Z7001425000568,阳光碧乐活180号,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.844795,2025-05-16 14:12:14.844799
61,1000043156,Z7001425000574,阳光碧乐活169号,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.828172,2025-05-16 14:12:14.828175
77,1000043158,Z7001425000576,阳光碧乐活177号,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.843719,2025-05-16 14:12:14.843723
73,1000043160,Z7001425000578,阳光碧乐活155号,2025-05-16,1.0,1.0018,1.0,0,,,2025-05-16 14:12:14.839442,2025-05-16 14:12:14.839445
60,1000043162,Z7001425000580,阳光碧乐活159号,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.827432,2025-05-16 14:12:14.827434
59,1000043164,Z7001425000582,阳光碧乐活163号,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.826698,2025-05-16 14:12:14.826701
47,1000043165,Z7001425000583,阳光碧乐活170号,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.815800,2025-05-16 14:12:14.815803
76,1000043169,Z7001425000587,阳光碧乐活178号,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.842546,2025-05-16 14:12:14.842564
81,1000043674,Z7007925000325,民生理财天天增利现金管理193号理财产品,2025-05-16,1.0,1.0023,1.0,0,,,2025-05-16 14:12:14.847997,2025-05-16 14:12:14.848001
17,1000043722,Z7002225000111,幸福99金钱包46号理财,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.780809,2025-05-16 14:12:14.780812
72,1000044126,Z7002225000114,幸福99添益固收(稳盈存款存单策略)7天持有期理财,2025-05-16,1.0,1.00362,1.00362,0,,,2025-05-16 14:12:14.838472,2025-05-16 14:12:14.838475
31,1000045038,Z7001125000214,农银理财“农银时时付”32号开放式人民币理财产品,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.796391,2025-05-16 14:12:14.796394
75,1000045788,Z7002425000134,徽银理财徽安现金管理类理财产品50号,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.841537,2025-05-16 14:12:14.841540
74,1000045886,Z7003325000305,平安理财天天成长3号108期现金管理类理财产品,2025-05-16,1.0,1.00211,1.0,0,,,2025-05-16 14:12:14.840602,2025-05-16 14:12:14.840606
40,1000045890,Z7003325000308,平安理财天天成长3号115期现金管理类理财产品,2025-05-16,1.0,1.00185,1.0,0,,,2025-05-16 14:12:14.807837,2025-05-16 14:12:14.807841
58,1000045932,Z7001025000454,中银理财-怡享天天62号,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.825864,2025-05-16 14:12:14.825866
39,1000045934,Z7001025000456,中银理财-怡享天天70号,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.806330,2025-05-16 14:12:14.806334
46,1000045937,Z7001025000459,中银理财-怡享天天68号,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.814785,2025-05-16 14:12:14.814789
49,1000046020,Z7002025000592,兴银理财日盈45号日开固收类理财产品,2025-05-16,1.0,1.00211,1.00211,0,,,2025-05-16 14:12:14.817794,2025-05-16 14:12:14.817797
38,1000046023,Z7002025000595,兴银理财稳添利日盈51号日开固收类理财产品,2025-05-16,1.0,1.00122,1.00122,0,,,2025-05-16 14:12:14.804949,2025-05-16 14:12:14.804954
45,1000046217,Z7001425000655,阳光碧乐活181号,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.813494,2025-05-16 14:12:14.813498
44,1000046553,Z7002025000601,兴银理财稳添利日盈47号日开固收类理财产品,2025-05-16,1.0,1.0021,1.0021,0,,,2025-05-16 14:12:14.812215,2025-05-16 14:12:14.812218
16,1000046629,Z7001025000511,中银理财-惠享天天25号,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.780023,2025-05-16 14:12:14.780026
37,1000046631,Z7001025000513,中银理财-惠享天天33号,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.803475,2025-05-16 14:12:14.803482
30,1000046632,Z7001025000514,中银理财-惠享天天37号,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.795196,2025-05-16 14:12:14.795200
32,1000046634,Z7001025000516,中银理财-惠享天天42号,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.797403,2025-05-16 14:12:14.797406
43,1000046636,Z7001025000518,中银理财-惠享天天31号,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.810890,2025-05-16 14:12:14.810896
29,1000046639,Z7001025000521,中银理财-惠享天天43号,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.794144,2025-05-16 14:12:14.794148
27,1000046641,Z7001025000523,中银理财-乐享天天32号,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.792123,2025-05-16 14:12:14.792126
28,1000046642,Z7001025000524,中银理财-乐享天天36号,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.793091,2025-05-16 14:12:14.793117
15,1000046741,Z7006625000054,广银理财鎏金日日薪33号现金管理类理财产品,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.778992,2025-05-16 14:12:14.778996
14,1000046744,Z7006625000057,广银理财鎏金日日薪31号现金管理类理财产品,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.778238,2025-05-16 14:12:14.778241
11,1000047746,Z7006625000083,广银理财鎏金日日薪45号现金管理类理财产品,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.775319,2025-05-16 14:12:14.775327
21,1000047971,Z7000825000664,工银理财·稳益最短持有7天固定收益类开放式理财产品1号,2025-05-16,1.0,1.0003,1.0003,0,,,2025-05-16 14:12:14.785237,2025-05-16 14:12:14.785240
13,1000048525,Z7001025000605,中银理财-怡享天天85号,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.777501,2025-05-16 14:12:14.777504
26,1000048888,Z7000925000569,交银理财稳享现金添利（惠享版）69号理财产品,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.791001,2025-05-16 14:12:14.791004
25,1000048889,Z7000925000570,交银理财稳享现金添利（惠享版）68号理财产品,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.789922,2025-05-16 14:12:14.789926
24,1000048890,Z7000925000571,交银理财稳享现金添利（惠享版）70号理财产品,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.788767,2025-05-16 14:12:14.788770
23,1000048892,Z7000925000573,交银理财稳享现金添利（惠享版）71号理财产品,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.787541,2025-05-16 14:12:14.787545
10,1055151,C1136016000054,2016年“融智理财·天天添利净值型”人民币理财产品,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:11:07.296208,2025-05-16 14:11:07.296212
7,1337256,C3042717000006,厦门农商银行-丰沃2号债券投资理财计划,2025-05-16,100.0,1.0377,1.0377,0,,,2025-05-16 14:11:07.292342,2025-05-16 14:11:07.292346
1,144270,C1010207000004,基金股票双重精选人民币理财产品2007年第2期,2025-05-16,1.0,0.9827,0.9827,0,,,2025-05-16 14:11:07.282065,2025-05-16 14:11:07.282073
3,144271,C1010207000003,基金股票双重精选人民币理财产品2007年第1期,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:11:07.286216,2025-05-16 14:11:07.286221
9,1733623,C1092918000191,天添向上2号,2025-05-16,1.0,1.20095,1.07278,0,,,2025-05-16 14:11:07.295287,2025-05-16 14:11:07.295291
5,1733832,C1092918000192,人生盈家35天型,2025-05-16,1.0,1.23003,1.23003,0,,,2025-05-16 14:11:07.289491,2025-05-16 14:11:07.289494
2,1798373,C1091918000365,云南红塔银行“红塔财富”筑梦系列天天复盈开放式净值型人民币理财产品,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:11:07.284433,2025-05-16 14:11:07.284438
4,1897810,C1080919000244,红玫瑰添元理财产品第1期,2025-05-16,1.0,1.21487,1.21487,0,,,2025-05-16 14:11:07.288122,2025-05-16 14:11:07.288126
126,2306173,Z7006924000202,浦银理财天添盈增利51号现金管理产品,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.888993,2025-05-16 14:12:14.888995
143,2307790,Z7003924000079,华夏理财现金管理类理财产品62号,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.903975,2025-05-16 14:12:14.903978
142,2307792,Z7003924000081,华夏理财现金管理类理财产品63号,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.903138,2025-05-16 14:12:14.903142
57,2307797,Z7003924000086,华夏理财现金管理类理财产品56号,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.825038,2025-05-16 14:12:14.825041
94,2307801,Z7003924000090,华夏理财现金管理类理财产品57号,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.862834,2025-05-16 14:12:14.862838
93,2307802,Z7003924000091,华夏理财现金管理类理财产品58号,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.861794,2025-05-16 14:12:14.861797
12,2307805,Z7003924000094,华夏理财现金管理类理财产品49号,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.776760,2025-05-16 14:12:14.776764
85,2312742,Z7002624000571,信银理财日盈象天天利193号现金管理型理财产品,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.852879,2025-05-16 14:12:14.852883
48,2312753,Z7002624000582,信银理财日盈象天天利204号现金管理型理财产品,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.816814,2025-05-16 14:12:14.816817
36,2312755,Z7002624000584,信银理财日盈象天天利206号现金管理型理财产品,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.801879,2025-05-16 14:12:14.801886
22,2312756,Z7002624000585,信银理财日盈象天天利207号现金管理型理财产品,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.786350,2025-05-16 14:12:14.786353
80,2312760,Z7002624000589,信银理财日盈象天天利211号现金管理型理财产品,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.846940,2025-05-16 14:12:14.846944
20,2312761,Z7002624000590,信银理财日盈象天天利212号现金管理型理财产品,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.784000,2025-05-16 14:12:14.784004
108,2313248,Z7002624000602,信银理财日盈象天天利216号现金管理型理财产品,2025-05-16,1.0,1.0,1.0,0,,,2025-05-16 14:12:14.874887,2025-05-16 14:12:14.874890
83,2315634,Z7008924000149,北银理财京华远见春系列天天金19号理财产品,2025-05-16,1.0,1.00711,1.00711,0,,,2025-05-16 14:12:14.850190,2025-05-16 14:12:14.850193
63,2315635,Z7008924000150,北银理财京华远见春系列天天金20号理财产品,2025-05-16,1.0,1.00506,1.00506,0,,,2025-05-16 14:12:14.829752,2025-05-16 14:12:14.829754
35,2319994,Z7001924000429,邮银财富·邮鸿宝32号,2025-05-16,1.0,1.0014,1.0,0,,,2025-05-16 14:12:14.800417,2025-05-16 14:12:14.800422
34,2320000,Z7001924000434,邮银财富·邮鸿宝30号,2025-05-16,1.0,1.0018,1.0,0,,,2025-05-16 14:12:14.799389,2025-05-16 14:12:14.799392
56,2320004,Z7001924000437,邮银财富·零钱宝32号,2025-05-16,1.0,1.0025,1.0,0,,,2025-05-16 14:12:14.824195,2025-05-16 14:12:14.824198
55,2320005,Z7001924000438,邮银财富·零钱宝33号,2025-05-16,1.0,1.0025,1.0,0,,,2025-05-16 14:12:14.823365,2025-05-16 14:12:14.823368
54,2320006,Z7001924000439,邮银财富·零钱宝34号,2025-05-16,1.0,1.0025,1.0,0,,,2025-05-16 14:12:14.822461,2025-05-16 14:12:14.822464
125,2320007,Z7001924000440,邮银财富·邮鸿宝29号,2025-05-16,1.0,1.0039,1.0,0,,,2025-05-16 14:12:14.888282,2025-05-16 14:12:14.888285
53,2320009,Z7001924000442,邮银财富·零钱宝30号,2025-05-16,1.0,1.0025,1.0,0,,,2025-05-16 14:12:14.821392,2025-05-16 14:12:14.821395
52,2320018,Z7001924000448,邮银财富·零钱宝27号,2025-05-16,1.0,1.0025,1.0,0,,,2025-05-16 14:12:14.820513,2025-05-16 14:12:14.820516
51,2320019,Z7001924000449,邮银财富·零钱宝31号,2025-05-16,1.0,1.0025,1.0,0,,,2025-05-16 14:12:14.819662,2025-05-16 14:12:14.819665
8,787951,C1050415000080,代客境外理财产品(海外基金系列)- 贝莱德环球企业债券基金（美元-人民币）,2025-05-16,11.35,9.74,9.74,0,,,2025-05-16 14:11:07.293963,2025-05-16 14:11:07.293968
6,787952,C1050415000081,代客境外理财产品(海外基金系列)- 贝莱德环球企业债券基金（美元）,2025-05-16,11.35,9.74,9.74,0,,,2025-05-16 14:11:07.290948,2025-05-16 14:11:07.290953
